content_length,follower_count,ER,hour,description_score,hashtag_count,desciption_word_count,day_sin,day_cos,content_type_mixed,content_type_text,content_type_video
72,292098,4.1181384329916675,7,0.40238095238095234,2,14,0.43388373911755823,-0.900968867902419,0,0,1
114,915257,1.3253108143395789,9,0.07592592592592592,0,37,0.43388373911755823,-0.900968867902419,0,0,1
175,766860,1.581905432543098,11,0.14047619047619048,3,24,0.43388373911755823,-0.900968867902419,0,0,0
481,755151,1.584981017041625,12,0.0,3,12,0.43388373911755823,-0.900968867902419,0,0,1
163,635093,1.9033432898803797,12,-0.03333333333333334,3,21,0.43388373911755823,-0.900968867902419,0,0,1
389,555374,2.208601771058782,15,-0.03333333333333334,1,18,0.43388373911755823,-0.900968867902419,0,0,1
44,766702,1.547146088049855,16,0.4,5,26,0.43388373911755823,-0.900968867902419,0,0,1
85,779642,1.5426311050456492,17,0.0,1,14,0.43388373911755823,-0.900968867902419,0,0,1
30,397403,3.0477877620450777,22,-0.5,4,11,0.43388373911755823,-0.900968867902419,0,0,1
104,323549,3.754609039125449,23,0.0,0,13,0.43388373911755823,-0.900968867902419,1,0,0
588,298200,4.028839704896043,2,0.3892857142857143,3,33,-0.433883739117558,-0.9009688679024191,1,0,0
188,469896,2.586742598362191,6,-0.04642857142857143,3,10,-0.433883739117558,-0.9009688679024191,0,1,0
462,350202,3.4708539642834704,11,0.06666666666666667,0,25,-0.433883739117558,-0.9009688679024191,0,0,1
79,497126,2.428961671688868,12,0.0,2,13,-0.433883739117558,-0.9009688679024191,0,0,1
180,294348,4.141356489597348,15,-0.05,4,35,-0.433883739117558,-0.9009688679024191,0,0,1
568,774906,1.5409610972169527,20,-0.049999999999999996,4,23,-0.433883739117558,-0.9009688679024191,0,0,1
80,85099,14.27278816437326,21,-0.17500000000000002,1,24,-0.433883739117558,-0.9009688679024191,0,1,0
176,639280,1.8990113878112878,22,0.0,5,15,-0.433883739117558,-0.9009688679024191,0,0,1
106,690655,1.744865381413296,22,0.0,4,7,-0.433883739117558,-0.9009688679024191,0,0,1
164,260445,4.673923477125689,1,0.4166666666666667,4,13,-0.9749279121818236,-0.2225209339563146,1,0,0
135,853474,1.422304604475356,1,0.0,1,11,-0.9749279121818236,-0.2225209339563146,1,0,0
371,662444,1.8167573409978808,2,0.036111111111111115,0,24,-0.9749279121818236,-0.2225209339563146,0,0,1
76,648796,1.862064501014186,3,-0.13055555555555556,1,32,-0.9749279121818236,-0.2225209339563146,0,1,0
199,391466,3.0768955669202436,4,-0.006802721088435362,4,24,-0.9749279121818236,-0.2225209339563146,0,0,0
97,287679,4.207467350762482,6,-0.25,0,11,-0.9749279121818236,-0.2225209339563146,1,0,0
326,726773,1.6720489066049509,6,0.06818181818181818,1,20,-0.9749279121818236,-0.2225209339563146,0,0,1
583,587040,2.091680294358136,8,-0.03928571428571429,4,28,-0.9749279121818236,-0.2225209339563146,0,0,1
111,520316,2.320128537273503,9,0.39285714285714285,4,12,-0.9749279121818236,-0.2225209339563146,0,0,1
179,128544,9.39989419965148,15,0.16468253968253968,5,16,-0.9749279121818236,-0.2225209339563146,0,0,0
493,744572,1.6346303648270415,15,0.05416666666666667,3,14,-0.9749279121818236,-0.2225209339563146,0,0,1
70,185417,6.527988264290761,16,0.0,3,18,-0.9749279121818236,-0.2225209339563146,0,0,1
16,302384,4.0289830149743375,16,0.2,2,7,-0.9749279121818236,-0.2225209339563146,1,0,0
52,402024,3.076184506397628,17,0.125,4,30,-0.9749279121818236,-0.2225209339563146,0,0,1
94,714573,1.7031150071441268,18,-0.10555555555555556,3,19,-0.9749279121818236,-0.2225209339563146,0,0,1
488,806705,1.474640667902145,18,0.2007142857142857,2,16,-0.9749279121818236,-0.2225209339563146,0,0,1
159,428768,2.841629972385999,19,-0.05833333333333333,4,25,-0.9749279121818236,-0.2225209339563146,0,0,1
29,573402,2.11736268795714,20,-0.1625,5,9,-0.9749279121818236,-0.2225209339563146,0,0,1
31,999118,1.1943534197161896,23,0.042857142857142864,3,33,-0.9749279121818236,-0.2225209339563146,0,0,1
123,154095,7.8652779129757615,23,0.016666666666666663,3,25,-0.9749279121818236,-0.2225209339563146,0,0,1
229,215798,5.56770683694937,0,0.29583333333333334,3,16,-0.7818314824680299,0.6234898018587334,0,0,0
536,271463,4.444067884021027,0,-0.03703703703703704,1,22,-0.7818314824680299,0.6234898018587334,0,0,1
372,423558,2.8850830346729373,3,0.15,2,27,-0.7818314824680299,0.6234898018587334,0,0,1
479,858872,1.4006743728984064,4,0.09,3,18,-0.7818314824680299,0.6234898018587334,0,0,1
103,43563,28.069692169960746,6,0.19374999999999998,3,27,-0.7818314824680299,0.6234898018587334,0,0,1
88,452761,2.7261623682251783,8,-0.06999999999999999,0,25,-0.7818314824680299,0.6234898018587334,0,0,1
120,604251,1.9832817819085116,8,0.6166666666666667,4,23,-0.7818314824680299,0.6234898018587334,0,0,1
70,650189,1.8579213121107865,9,0.1388888888888889,0,15,-0.7818314824680299,0.6234898018587334,0,0,1
27,519972,2.3308947404860265,11,0.0,3,8,-0.7818314824680299,0.6234898018587334,1,0,0
294,768398,1.5888901324573983,13,0.0047619047619047545,5,21,-0.7818314824680299,0.6234898018587334,0,0,1
319,233912,5.089520845446151,15,0.1875,5,9,-0.7818314824680299,0.6234898018587334,0,0,1
77,65612,18.379259891483265,17,0.5,5,17,-0.7818314824680299,0.6234898018587334,1,0,0
505,918043,1.3181299786611302,19,0.275,3,32,-0.7818314824680299,0.6234898018587334,0,0,1
327,644730,1.854419679555783,22,0.0033333333333333383,2,38,-0.7818314824680299,0.6234898018587334,0,0,1
81,959571,1.2770290056702422,1,0.025,3,20,0.0,1.0,0,0,0
79,51019,23.70489425508144,2,0.3462962962962963,0,29,0.0,1.0,0,0,1
100,763431,1.5887486884865822,4,0.2375,3,24,0.0,1.0,0,1,0
129,238874,5.133668796101711,6,0.03333333333333333,5,9,0.0,1.0,0,0,1
111,168352,7.21405151111956,12,0.1888888888888889,2,18,0.0,1.0,0,0,1
35,494505,2.46974246974247,12,0.12499999999999999,0,25,0.0,1.0,1,0,0
195,802038,1.5091554265508618,13,0.0,4,7,0.0,1.0,0,0,1
215,227807,5.21362381314007,13,0.19412698412698415,5,17,0.0,1.0,0,0,1
83,960034,1.2454767226994043,14,-0.006547619047619052,2,37,0.0,1.0,0,1,0
30,247919,4.820526058914403,16,0.2857142857142857,5,13,0.0,1.0,1,0,0
192,381379,3.2193697083478643,20,0.05,2,24,0.0,1.0,0,0,1
43,131764,9.20281715794906,20,0.03749999999999999,1,14,0.0,1.0,0,0,0
200,223780,5.492447939941013,21,0.12999999999999998,0,24,0.0,1.0,0,0,1
91,737547,1.6629448699540503,2,0.1787037037037037,1,37,0.7818314824680298,0.6234898018587336,0,0,1
41,541162,2.2416577660663535,4,0.10000000000000002,1,20,0.7818314824680298,0.6234898018587336,0,0,0
139,539942,2.261539202358772,5,0.1636111111111111,5,33,0.7818314824680298,0.6234898018587336,0,1,0
446,88301,13.662359429678034,11,-0.3125,2,12,0.7818314824680298,0.6234898018587336,0,0,0
30,144534,8.421547871089155,12,0.16999999999999998,2,19,0.7818314824680298,0.6234898018587336,0,0,1
581,697063,1.7212217547050983,12,0.02878787878787879,5,15,0.7818314824680298,0.6234898018587336,0,0,0
130,940412,1.278482197164647,15,0.35714285714285715,0,13,0.7818314824680298,0.6234898018587336,1,0,0
337,909027,1.357715447395952,15,0.03333333333333333,4,24,0.7818314824680298,0.6234898018587336,0,0,1
204,917730,1.3351421442036329,17,0.30208333333333337,2,17,0.7818314824680298,0.6234898018587336,0,0,1
72,943910,1.2804186839847018,19,0.16666666666666666,3,17,0.7818314824680298,0.6234898018587336,1,0,0
277,58202,20.73811896498402,22,0.04545454545454545,5,11,0.7818314824680298,0.6234898018587336,0,0,1
123,504330,2.364126663097575,23,0.18541666666666667,2,19,0.7818314824680298,0.6234898018587336,0,0,0
43,211665,5.7638249120071805,23,0.20833333333333334,1,25,0.7818314824680298,0.6234898018587336,0,1,0
321,195877,6.117104101043001,1,-0.075,5,16,0.9749279121818236,-0.22252093395631434,0,0,1
13,956862,1.2727018107104264,2,0.029761904761904757,3,18,0.9749279121818236,-0.22252093395631434,0,0,1
592,69352,17.595743453685547,2,-0.028409090909090905,5,21,0.9749279121818236,-0.22252093395631434,0,0,0
124,699480,1.7401498255847203,3,0.19999999999999998,5,16,0.9749279121818236,-0.22252093395631434,0,0,1
66,377853,3.164987442206361,3,0.20727272727272728,1,8,0.9749279121818236,-0.22252093395631434,0,0,0
59,859360,1.4009262707130887,4,0.0,4,12,0.9749279121818236,-0.22252093395631434,0,0,1
43,73773,16.499261247339813,5,-0.5,0,10,0.9749279121818236,-0.22252093395631434,0,0,1
312,253621,4.755521033352917,6,0.12187500000000001,5,13,0.9749279121818236,-0.22252093395631434,0,1,0
135,792470,1.5316668138856993,6,-0.2,2,16,0.9749279121818236,-0.22252093395631434,0,1,0
181,82419,14.707773692959147,12,0.0,3,33,0.9749279121818236,-0.22252093395631434,0,0,1
567,691909,1.7350547543101766,13,-0.16666666666666666,1,16,0.9749279121818236,-0.22252093395631434,0,0,0
184,137850,8.811026478055858,17,0.04,0,18,0.9749279121818236,-0.22252093395631434,1,0,0
116,415174,2.9226300298188232,17,0.020000000000000018,3,10,0.9749279121818236,-0.22252093395631434,0,0,1
32,815668,1.5037981139385141,18,0.13614718614718616,5,25,0.9749279121818236,-0.22252093395631434,0,0,1
88,420006,2.8744827454845883,18,0.3,0,9,0.9749279121818236,-0.22252093395631434,0,0,1
333,932803,1.3081004242053254,18,0.23214285714285715,1,28,0.9749279121818236,-0.22252093395631434,0,1,0
90,44827,27.603899435608003,23,0.05809523809523811,3,23,0.9749279121818236,-0.22252093395631434,0,0,1
53,512039,2.3716943435949216,3,0.010416666666666657,5,15,0.43388373911755823,-0.900968867902419,0,0,1
491,998303,1.2217733493738874,7,0.19642857142857142,5,21,0.43388373911755823,-0.900968867902419,0,0,1
51,297908,4.043530217382547,9,0.13333333333333333,3,19,0.43388373911755823,-0.900968867902419,0,0,1
41,234253,5.102175852603809,11,0.1125,5,28,0.43388373911755823,-0.900968867902419,0,0,1
75,971017,1.2295356311990417,12,-0.07222222222222224,2,31,0.43388373911755823,-0.900968867902419,0,1,0
117,639822,1.8758342163914339,13,0.14333333333333334,3,19,0.43388373911755823,-0.900968867902419,0,0,1
58,659637,1.8340390244937745,14,0.0,4,7,0.43388373911755823,-0.900968867902419,0,0,0
185,267915,4.51001250396581,14,-0.025000000000000022,0,8,0.43388373911755823,-0.900968867902419,0,0,1
170,731599,1.652407944789427,17,0.13333333333333333,0,21,0.43388373911755823,-0.900968867902419,0,0,1
505,569911,2.124366787094827,17,-0.08333333333333333,1,12,0.43388373911755823,-0.900968867902419,0,1,0
102,289656,4.201190377551303,19,0.0024999999999999966,4,22,0.43388373911755823,-0.900968867902419,1,0,0
17,358002,3.391601164239306,20,0.10333333333333335,4,12,0.43388373911755823,-0.900968867902419,0,0,1
260,936085,1.2945405598850532,22,0.0,2,9,0.43388373911755823,-0.900968867902419,0,1,0
64,67710,18.28533451484271,23,-0.010101010101010102,1,9,0.43388373911755823,-0.900968867902419,0,0,1
160,193682,6.311376379839118,0,0.13333333333333333,3,25,-0.433883739117558,-0.9009688679024191,0,0,1
424,967732,1.2435261002012954,1,0.2,4,24,-0.433883739117558,-0.9009688679024191,0,0,1
84,470693,2.5968093853105954,1,0.4041666666666667,0,11,-0.433883739117558,-0.9009688679024191,0,0,1
127,896350,1.330841747085402,2,0.037500000000000006,4,11,-0.433883739117558,-0.9009688679024191,0,0,1
102,987473,1.2222106325945115,4,0.0,2,7,-0.433883739117558,-0.9009688679024191,0,0,1
362,673065,1.7923974653265289,5,0.16458333333333336,3,26,-0.433883739117558,-0.9009688679024191,0,0,1
590,427612,2.8280310187740287,6,0.05,3,26,-0.433883739117558,-0.9009688679024191,0,0,0
447,325404,3.6874162579439713,8,0.2,1,13,-0.433883739117558,-0.9009688679024191,0,0,1
163,147854,8.154666089520743,9,-0.1,0,21,-0.433883739117558,-0.9009688679024191,1,0,0
598,175800,6.803185437997724,10,0.1180952380952381,4,26,-0.433883739117558,-0.9009688679024191,1,0,0
150,97124,12.536551212882502,12,0.16666666666666666,1,29,-0.433883739117558,-0.9009688679024191,0,0,1
203,709169,1.7266688194210407,12,0.15,0,13,-0.433883739117558,-0.9009688679024191,0,1,0
281,471027,2.5703409783303295,13,0.09523809523809523,5,27,-0.433883739117558,-0.9009688679024191,0,0,1
466,127113,9.626867432914022,14,0.2714285714285714,5,27,-0.433883739117558,-0.9009688679024191,0,0,1
95,771013,1.5558751927658807,17,0.0,5,6,-0.433883739117558,-0.9009688679024191,1,0,0
198,222981,5.4349922190679925,19,0.14583333333333334,1,18,-0.433883739117558,-0.9009688679024191,0,0,1
312,954197,1.3011988090509612,21,0.13333333333333333,4,10,-0.433883739117558,-0.9009688679024191,0,0,1
200,728110,1.6615621266017497,0,0.35,0,9,-0.9749279121818236,-0.2225209339563146,0,0,1
182,167993,7.186013702951908,0,0.3111111111111111,0,18,-0.9749279121818236,-0.2225209339563146,0,0,1
189,795047,1.5547508512075388,1,0.11666666666666665,3,20,-0.9749279121818236,-0.2225209339563146,0,0,0
162,866989,1.4091297582783635,4,0.0,2,15,-0.9749279121818236,-0.2225209339563146,0,0,1
12,903515,1.3267073595900454,4,0.0,1,14,-0.9749279121818236,-0.2225209339563146,0,0,1
118,493217,2.446995947017236,5,0.05729166666666667,3,14,-0.9749279121818236,-0.2225209339563146,0,0,1
88,262830,4.575581174142982,6,0.0,1,9,-0.9749279121818236,-0.2225209339563146,0,0,0
546,994789,1.221565578228147,7,0.2869047619047619,1,21,-0.9749279121818236,-0.2225209339563146,0,0,0
13,97126,12.49305026460474,9,0.05606060606060606,4,24,-0.9749279121818236,-0.2225209339563146,0,0,1
157,312902,3.8695821694971584,11,0.0,1,13,-0.9749279121818236,-0.2225209339563146,0,0,0
98,569719,2.1393002515275072,12,0.05833333333333334,2,19,-0.9749279121818236,-0.2225209339563146,0,0,1
179,336145,3.6751996906097073,12,0.0625,2,34,-0.9749279121818236,-0.2225209339563146,0,0,1
516,761820,1.5862014649129716,12,0.6583333333333334,3,31,-0.9749279121818236,-0.2225209339563146,0,0,0
226,903211,1.3638009280223558,13,-0.05777777777777778,1,26,-0.9749279121818236,-0.2225209339563146,0,0,1
430,91224,13.351749539594843,13,0.1,2,15,-0.9749279121818236,-0.2225209339563146,0,0,1
31,164406,7.280756176781869,15,-0.07222222222222222,1,35,-0.9749279121818236,-0.2225209339563146,0,0,1
558,257603,4.669588475289496,17,0.030000000000000006,3,15,-0.9749279121818236,-0.2225209339563146,1,0,0
385,823083,1.479802158470045,22,0.14285714285714288,2,11,-0.9749279121818236,-0.2225209339563146,0,0,1
75,47712,25.20749496981891,1,0.1,1,14,-0.7818314824680299,0.6234898018587334,1,0,0
565,771036,1.569187430937077,3,0.16666666666666666,0,19,-0.7818314824680299,0.6234898018587334,0,0,1
472,635417,1.8982809713935889,4,-0.023333333333333338,0,28,-0.7818314824680299,0.6234898018587334,0,1,0
189,502298,2.4234617697064293,4,-0.15,4,15,-0.7818314824680299,0.6234898018587334,0,0,1
124,961553,1.2566130000114397,6,0.15138888888888888,0,26,-0.7818314824680299,0.6234898018587334,0,0,1
57,351289,3.472639336842315,8,0.1,0,15,-0.7818314824680299,0.6234898018587334,0,0,1
165,424029,2.8439092609231915,10,-0.16666666666666666,4,14,-0.7818314824680299,0.6234898018587334,0,0,1
68,920340,1.3228806745333246,10,0.12727272727272726,4,19,-0.7818314824680299,0.6234898018587334,0,0,0
88,231396,5.245985237428478,14,0.10666666666666666,3,23,-0.7818314824680299,0.6234898018587334,0,0,1
218,890971,1.3576199449813742,16,0.05000000000000002,1,12,-0.7818314824680299,0.6234898018587334,0,0,1
28,545744,2.2153244011844384,17,-0.16666666666666666,4,20,-0.7818314824680299,0.6234898018587334,0,0,1
436,885374,1.3647339994171954,17,0.0,3,7,-0.7818314824680299,0.6234898018587334,0,0,1
459,649853,1.8644216461261238,17,0.0,3,12,-0.7818314824680299,0.6234898018587334,0,0,0
291,634698,1.917920018654541,18,-0.08333333333333333,4,16,-0.7818314824680299,0.6234898018587334,0,0,1
73,986057,1.215142735156284,19,0.15740740740740744,4,37,-0.7818314824680299,0.6234898018587334,0,0,1
375,903128,1.348092407720722,21,0.20714285714285713,0,13,-0.7818314824680299,0.6234898018587334,0,0,1
213,127590,9.590093267497453,21,0.2119047619047619,2,15,-0.7818314824680299,0.6234898018587334,0,0,1
154,753121,1.6229795743313493,21,-0.08333333333333333,1,8,-0.7818314824680299,0.6234898018587334,1,0,0
540,82909,14.490586064239105,22,0.0,4,13,-0.7818314824680299,0.6234898018587334,0,0,1
248,281914,4.2860588690167924,22,0.040178571428571425,1,26,-0.7818314824680299,0.6234898018587334,0,0,1
366,70201,17.031096423127874,1,0.0,0,9,0.0,1.0,0,0,0
121,567198,2.1366436411976064,3,0.09166666666666667,0,40,0.0,1.0,0,0,1
220,677346,1.7776734490201462,5,0.16166666666666663,1,13,0.0,1.0,0,1,0
40,671908,1.801585931407276,6,-0.1125,1,19,0.0,1.0,1,0,0
188,586385,2.056839789558055,6,-0.3333333333333333,1,9,0.0,1.0,0,0,1
43,641831,1.913587844775338,10,0.1,2,18,0.0,1.0,0,1,0
487,300044,3.9927477303328844,12,0.05238095238095238,5,26,0.0,1.0,0,1,0
145,114705,10.552286299638203,13,0.16904761904761903,4,18,0.0,1.0,0,1,0
170,245045,4.934603848272767,13,0.4166666666666667,1,12,0.0,1.0,0,1,0
110,854642,1.4088940164419723,16,-0.14583333333333334,2,17,0.0,1.0,0,0,1
17,224530,5.444706720705474,16,0.19999999999999998,1,12,0.0,1.0,1,0,0
366,410914,2.925429651946636,17,0.17857142857142858,4,10,0.0,1.0,0,0,1
482,917212,1.3234672027840892,18,-0.05,0,32,0.0,1.0,0,0,1
480,198645,6.025321553525133,18,0.0,3,13,0.0,1.0,1,0,0
126,102817,11.841427001371368,22,0.05,3,13,0.0,1.0,0,0,1
275,226398,5.341036581595244,0,0.06875,3,18,0.7818314824680298,0.6234898018587336,0,0,1
386,899687,1.3289066086316685,1,0.009999999999999998,5,19,0.7818314824680298,0.6234898018587336,0,0,1
129,680113,1.7760283952813722,3,0.0,0,8,0.7818314824680298,0.6234898018587336,0,0,0
559,572883,2.09065376350843,4,-0.029166666666666667,4,16,0.7818314824680298,0.6234898018587336,0,0,1
10,590805,2.060070581664001,5,0.325,3,14,0.7818314824680298,0.6234898018587336,0,0,0
157,427800,2.830060776063581,6,0.20833333333333334,5,13,0.7818314824680298,0.6234898018587336,0,0,1
213,925852,1.2851946099376574,8,0.4666666666666666,2,13,0.7818314824680298,0.6234898018587336,0,0,1
156,653690,1.821964539766556,9,0.05,4,18,0.7818314824680298,0.6234898018587336,0,0,1
86,99556,12.214231186467918,10,0.05333333333333334,2,19,0.7818314824680298,0.6234898018587336,0,0,0
71,228615,5.274369573300089,10,0.07500000000000001,1,28,0.7818314824680298,0.6234898018587336,0,0,1
154,129946,9.267695812106567,15,0.3,4,20,0.7818314824680298,0.6234898018587336,0,0,1
150,535135,2.245227839704,17,0.025,4,24,0.7818314824680298,0.6234898018587336,0,0,1
163,313435,3.8882064861933094,19,0.31666666666666665,1,18,0.7818314824680298,0.6234898018587336,0,0,1
449,770469,1.5678761896974438,22,0.052083333333333336,0,19,0.7818314824680298,0.6234898018587336,0,0,1
78,447358,2.6690033485485896,22,-0.03333333333333333,1,12,0.7818314824680298,0.6234898018587336,0,0,1
591,908162,1.34183108300061,23,0.0,3,14,0.7818314824680298,0.6234898018587336,0,0,1
385,378715,3.2311896808946043,1,-0.16666666666666666,4,11,0.9749279121818236,-0.22252093395631434,0,0,1
566,282320,4.267497874752054,2,-0.2,2,15,0.9749279121818236,-0.22252093395631434,1,0,0
248,901070,1.314215321784101,3,0.125,1,19,0.9749279121818236,-0.22252093395631434,0,0,1
445,890482,1.3372533077591686,5,0.10000000000000002,3,32,0.9749279121818236,-0.22252093395631434,0,0,1
181,929440,1.2924987088999826,5,0.0,4,13,0.9749279121818236,-0.22252093395631434,0,0,1
510,331345,3.630656868218926,5,0.05,4,19,0.9749279121818236,-0.22252093395631434,0,0,1
160,820375,1.457626085631571,6,0.4666666666666666,5,13,0.9749279121818236,-0.22252093395631434,0,0,1
45,549231,2.2414976576340373,12,0.16666666666666666,2,17,0.9749279121818236,-0.22252093395631434,0,0,0
483,712820,1.683594736399091,13,0.11666666666666665,5,16,0.9749279121818236,-0.22252093395631434,0,0,1
205,846255,1.4444818642135053,14,0.049999999999999996,1,32,0.9749279121818236,-0.22252093395631434,0,0,1
278,992660,1.2243870005842887,16,0.15,2,10,0.9749279121818236,-0.22252093395631434,1,0,0
337,316666,3.799586946498835,17,0.2333333333333333,4,12,0.9749279121818236,-0.22252093395631434,0,1,0
149,86119,13.985299411279742,18,0.11249999999999999,5,28,0.9749279121818236,-0.22252093395631434,0,0,1
179,477962,2.561500705076973,23,-0.04791666666666667,2,34,0.9749279121818236,-0.22252093395631434,0,0,1
169,597013,1.9887339136668716,2,0.35,3,11,0.43388373911755823,-0.900968867902419,0,0,1
280,745355,1.615874314923761,3,0.17142857142857143,2,23,0.43388373911755823,-0.900968867902419,0,0,1
50,425625,2.802936857562408,4,0.37777777777777777,5,30,0.43388373911755823,-0.900968867902419,0,0,0
496,900731,1.3470170339424312,5,0.014583333333333323,0,8,0.43388373911755823,-0.900968867902419,0,0,1
181,401016,3.0255650647355714,9,0.0,5,12,0.43388373911755823,-0.900968867902419,0,0,1
80,79987,15.094952929851102,11,-0.5,0,6,0.43388373911755823,-0.900968867902419,1,0,0
520,401281,3.0143465551571094,12,-0.2033333333333333,5,16,0.43388373911755823,-0.900968867902419,1,0,0
555,483470,2.5263201439592944,12,0.5071428571428571,3,15,0.43388373911755823,-0.900968867902419,0,0,1
18,212922,5.728388799654334,16,0.13333333333333333,1,24,0.43388373911755823,-0.900968867902419,0,1,0
197,198944,6.129865690847676,21,0.21000000000000002,3,23,0.43388373911755823,-0.900968867902419,0,0,1
70,592877,2.0505096335327564,22,0.17066017316017318,4,33,0.43388373911755823,-0.900968867902419,0,1,0
541,41897,28.64882927178557,23,0.04047619047619048,2,33,0.43388373911755823,-0.900968867902419,0,1,0
283,387761,3.1643202900755876,0,0.15681818181818183,2,17,-0.433883739117558,-0.9009688679024191,0,1,0
363,739318,1.6534157155648856,4,0.03687500000000002,3,36,-0.433883739117558,-0.9009688679024191,0,0,1
317,171543,7.188285152993711,5,0.125,4,17,-0.433883739117558,-0.9009688679024191,0,0,0
585,520017,2.3362697757957913,5,-0.1083333333333333,3,21,-0.433883739117558,-0.9009688679024191,1,0,0
330,470889,2.5872339341118606,13,0.0625,5,20,-0.433883739117558,-0.9009688679024191,0,1,0
372,795907,1.5405066169791193,14,0.0619047619047619,5,17,-0.433883739117558,-0.9009688679024191,1,0,0
300,266962,4.499891370307385,15,0.08263888888888889,0,24,-0.433883739117558,-0.9009688679024191,0,0,1
88,730769,1.6493584155868681,16,0.0736111111111111,0,29,-0.433883739117558,-0.9009688679024191,0,0,0
187,515423,2.3419599047772413,17,0.0,4,16,-0.433883739117558,-0.9009688679024191,0,0,1
219,746586,1.6192374354729395,19,0.2658333333333333,1,21,-0.433883739117558,-0.9009688679024191,0,0,0
358,601131,2.013537814552901,20,-0.0875,5,21,-0.433883739117558,-0.9009688679024191,0,1,0
72,604642,2.0104458506025056,22,0.022727272727272724,4,22,-0.433883739117558,-0.9009688679024191,0,0,1
121,189543,6.353703381290789,0,0.0,2,24,-0.9749279121818236,-0.2225209339563146,0,1,0
177,131693,9.18044239253415,3,-0.09583333333333333,2,20,-0.9749279121818236,-0.2225209339563146,0,0,1
112,248085,4.884213072132535,4,0.05,3,12,-0.9749279121818236,-0.2225209339563146,0,0,0
130,506585,2.3966362999299227,5,0.04285714285714286,3,17,-0.9749279121818236,-0.2225209339563146,0,0,1
